
VARNAMES_WGTMAP: logssfr logmass  WGT SNMAG_SHIFT
WGT:  -36.500   13.000 865280473764.382   0.04
WGT:  -36.000    3.000   86.528   0.00
WGT:  -36.000    3.500  273.626   0.00
WGT:  -36.000    4.000  865.280   0.00
WGT:  -36.000    4.500 2736.257   0.00
WGT:  -36.000    5.000 8652.805   0.00
WGT:  -36.000    5.500 27362.571   0.00
WGT:  -36.000    6.000 86528.047   0.00
WGT:  -36.000    6.500 273625.711   0.00
WGT:  -36.000    7.000 865280.474   0.00
WGT:  -36.000    7.500 2736257.112   0.00
WGT:  -36.000    8.000 8652804.738   0.00
WGT:  -36.000    8.500 27362571.120   0.00
WGT:  -36.000    9.000 86528047.376   0.00
WGT:  -36.000    9.500 273625711.197   0.00
WGT:  -36.000   10.000 865280473.764   0.04
WGT:  -36.000   10.500 2736257111.965   0.04
WGT:  -36.000   11.000 8652804737.644   0.04
WGT:  -36.000   11.500 27362571119.650   0.04
WGT:  -36.000   12.000 86528047376.438   0.04
WGT:  -36.000   12.500 273625711196.502   0.04
WGT:  -36.000   13.000 865280473764.382   0.04
WGT:  -35.500    3.000   86.528   0.00
WGT:  -35.500    3.500  273.626   0.00
WGT:  -35.500    4.000  865.280   0.00
WGT:  -35.500    4.500 2736.257   0.00
WGT:  -35.500    5.000 8652.805   0.00
WGT:  -35.500    5.500 27362.571   0.00
WGT:  -35.500    6.000 86528.047   0.00
WGT:  -35.500    6.500 273625.711   0.00
WGT:  -35.500    7.000 865280.474   0.00
WGT:  -35.500    7.500 2736257.112   0.00
WGT:  -35.500    8.000 8652804.738   0.00
WGT:  -35.500    8.500 27362571.120   0.00
WGT:  -35.500    9.000 86528047.376   0.00
WGT:  -35.500    9.500 273625711.197   0.00
WGT:  -35.500   10.000 865280473.764   0.04
WGT:  -35.500   10.500 2736257111.965   0.04
WGT:  -35.500   11.000 8652804737.644   0.04
WGT:  -35.500   11.500 27362571119.650   0.04
WGT:  -35.500   12.000 86528047376.438   0.04
WGT:  -35.500   12.500 273625711196.502   0.04
WGT:  -35.500   13.000 865280473764.382   0.04
WGT:  -35.000    3.000   86.528   0.00
WGT:  -35.000    3.500  273.626   0.00
WGT:  -35.000    4.000  865.280   0.00
WGT:  -35.000    4.500 2736.257   0.00
WGT:  -35.000    5.000 8652.805   0.00
WGT:  -35.000    5.500 27362.571   0.00
WGT:  -35.000    6.000 86528.047   0.00
WGT:  -35.000    6.500 273625.711   0.00
WGT:  -35.000    7.000 865280.474   0.00
WGT:  -35.000    7.500 2736257.112   0.00
WGT:  -35.000    8.000 8652804.738   0.00
WGT:  -35.000    8.500 27362571.120   0.00
WGT:  -35.000    9.000 86528047.376   0.00
WGT:  -35.000    9.500 273625711.197   0.00
WGT:  -35.000   10.000 865280473.764   0.04
WGT:  -35.000   10.500 2736257111.965   0.04
WGT:  -35.000   11.000 8652804737.644   0.04
WGT:  -35.000   11.500 27362571119.650   0.04
WGT:  -35.000   12.000 86528047376.438   0.04
WGT:  -35.000   12.500 273625711196.502   0.04
WGT:  -35.000   13.000 865280473764.382   0.04
WGT:  -34.500    3.000   86.528   0.00
WGT:  -34.500    3.500  273.626   0.00
WGT:  -34.500    4.000  865.280   0.00
WGT:  -34.500    4.500 2736.257   0.00
WGT:  -34.500    5.000 8652.805   0.00
WGT:  -34.500    5.500 27362.571   0.00
WGT:  -34.500    6.000 86528.047   0.00
WGT:  -34.500    6.500 273625.711   0.00
WGT:  -34.500    7.000 865280.474   0.00
WGT:  -34.500    7.500 2736257.112   0.00
WGT:  -34.500    8.000 8652804.738   0.00
WGT:  -34.500    8.500 27362571.120   0.00
WGT:  -34.500    9.000 86528047.376   0.00
WGT:  -34.500    9.500 273625711.197   0.00
WGT:  -34.500   10.000 865280473.764   0.04
WGT:  -34.500   10.500 2736257111.965   0.04
WGT:  -34.500   11.000 8652804737.644   0.04
WGT:  -34.500   11.500 27362571119.650   0.04
WGT:  -34.500   12.000 86528047376.438   0.04
WGT:  -34.500   12.500 273625711196.502   0.04
WGT:  -34.500   13.000 865280473764.382   0.04
WGT:  -34.000    3.000   86.528   0.00
WGT:  -34.000    3.500  273.626   0.00
WGT:  -34.000    4.000  865.280   0.00
WGT:  -34.000    4.500 2736.257   0.00
WGT:  -34.000    5.000 8652.805   0.00
WGT:  -34.000    5.500 27362.571   0.00
WGT:  -34.000    6.000 86528.047   0.00
WGT:  -34.000    6.500 273625.711   0.00
WGT:  -34.000    7.000 865280.474   0.00
WGT:  -34.000    7.500 2736257.112   0.00
WGT:  -34.000    8.000 8652804.738   0.00
WGT:  -34.000    8.500 27362571.120   0.00
WGT:  -34.000    9.000 86528047.376   0.00
WGT:  -34.000    9.500 273625711.197   0.00
WGT:  -34.000   10.000 865280473.764   0.04
WGT:  -34.000   10.500 2736257111.965   0.04
WGT:  -34.000   11.000 8652804737.644   0.04
WGT:  -34.000   11.500 27362571119.650   0.04
WGT:  -34.000   12.000 86528047376.438   0.04
WGT:  -34.000   12.500 273625711196.502   0.04
WGT:  -34.000   13.000 865280473764.382   0.04
WGT:  -33.500    3.000   86.528   0.00
WGT:  -33.500    3.500  273.626   0.00
WGT:  -33.500    4.000  865.280   0.00
WGT:  -33.500    4.500 2736.257   0.00
WGT:  -33.500    5.000 8652.805   0.00
WGT:  -33.500    5.500 27362.571   0.00
WGT:  -33.500    6.000 86528.047   0.00
WGT:  -33.500    6.500 273625.711   0.00
WGT:  -33.500    7.000 865280.474   0.00
WGT:  -33.500    7.500 2736257.112   0.00
WGT:  -33.500    8.000 8652804.738   0.00
WGT:  -33.500    8.500 27362571.120   0.00
WGT:  -33.500    9.000 86528047.376   0.00
WGT:  -33.500    9.500 273625711.197   0.00
WGT:  -33.500   10.000 865280473.764   0.04
WGT:  -33.500   10.500 2736257111.965   0.04
WGT:  -33.500   11.000 8652804737.644   0.04
WGT:  -33.500   11.500 27362571119.650   0.04
WGT:  -33.500   12.000 86528047376.438   0.04
WGT:  -33.500   12.500 273625711196.502   0.04
WGT:  -33.500   13.000 865280473764.382   0.04
WGT:  -33.000    3.000   86.528   0.00
WGT:  -33.000    3.500  273.626   0.00
WGT:  -33.000    4.000  865.280   0.00
WGT:  -33.000    4.500 2736.257   0.00
WGT:  -33.000    5.000 8652.805   0.00
WGT:  -33.000    5.500 27362.571   0.00
WGT:  -33.000    6.000 86528.047   0.00
WGT:  -33.000    6.500 273625.711   0.00
WGT:  -33.000    7.000 865280.474   0.00
WGT:  -33.000    7.500 2736257.112   0.00
WGT:  -33.000    8.000 8652804.738   0.00
WGT:  -33.000    8.500 27362571.120   0.00
WGT:  -33.000    9.000 86528047.376   0.00
WGT:  -33.000    9.500 273625711.197   0.00
WGT:  -33.000   10.000 865280473.764   0.04
WGT:  -33.000   10.500 2736257111.965   0.04
WGT:  -33.000   11.000 8652804737.644   0.04
WGT:  -33.000   11.500 27362571119.650   0.04
WGT:  -33.000   12.000 86528047376.438   0.04
WGT:  -33.000   12.500 273625711196.502   0.04
WGT:  -33.000   13.000 865280473764.382   0.04
WGT:  -32.500    3.000   86.528   0.00
WGT:  -32.500    3.500  273.626   0.00
WGT:  -32.500    4.000  865.280   0.00
WGT:  -32.500    4.500 2736.257   0.00
WGT:  -32.500    5.000 8652.805   0.00
WGT:  -32.500    5.500 27362.571   0.00
WGT:  -32.500    6.000 86528.047   0.00
WGT:  -32.500    6.500 273625.711   0.00
WGT:  -32.500    7.000 865280.474   0.00
WGT:  -32.500    7.500 2736257.112   0.00
WGT:  -32.500    8.000 8652804.738   0.00
WGT:  -32.500    8.500 27362571.120   0.00
WGT:  -32.500    9.000 86528047.376   0.00
WGT:  -32.500    9.500 273625711.197   0.00
WGT:  -32.500   10.000 865280473.764   0.04
WGT:  -32.500   10.500 2736257111.965   0.04
WGT:  -32.500   11.000 8652804737.644   0.04
WGT:  -32.500   11.500 27362571119.650   0.04
WGT:  -32.500   12.000 86528047376.438   0.04
WGT:  -32.500   12.500 273625711196.502   0.04
WGT:  -32.500   13.000 865280473764.382   0.04
WGT:  -32.000    3.000   86.528   0.00
WGT:  -32.000    3.500  273.626   0.00
WGT:  -32.000    4.000  865.280   0.00
WGT:  -32.000    4.500 2736.257   0.00
WGT:  -32.000    5.000 8652.805   0.00
WGT:  -32.000    5.500 27362.571   0.00
WGT:  -32.000    6.000 86528.047   0.00
WGT:  -32.000    6.500 273625.711   0.00
WGT:  -32.000    7.000 865280.474   0.00
WGT:  -32.000    7.500 2736257.112   0.00
WGT:  -32.000    8.000 8652804.738   0.00
WGT:  -32.000    8.500 27362571.120   0.00
WGT:  -32.000    9.000 86528047.376   0.00
WGT:  -32.000    9.500 273625711.197   0.00
WGT:  -32.000   10.000 865280473.764   0.04
WGT:  -32.000   10.500 2736257111.965   0.04
WGT:  -32.000   11.000 8652804737.644   0.04
WGT:  -32.000   11.500 27362571119.650   0.04
WGT:  -32.000   12.000 86528047376.438   0.04
WGT:  -32.000   12.500 273625711196.502   0.04
WGT:  -32.000   13.000 865280473764.382   0.04
WGT:  -31.500    3.000   86.528   0.00
WGT:  -31.500    3.500  273.626   0.00
WGT:  -31.500    4.000  865.280   0.00
WGT:  -31.500    4.500 2736.257   0.00
WGT:  -31.500    5.000 8652.805   0.00
WGT:  -31.500    5.500 27362.571   0.00
WGT:  -31.500    6.000 86528.047   0.00
WGT:  -31.500    6.500 273625.711   0.00
WGT:  -31.500    7.000 865280.474   0.00
WGT:  -31.500    7.500 2736257.112   0.00
WGT:  -31.500    8.000 8652804.738   0.00
WGT:  -31.500    8.500 27362571.120   0.00
WGT:  -31.500    9.000 86528047.376   0.00
WGT:  -31.500    9.500 273625711.197   0.00
WGT:  -31.500   10.000 865280473.764   0.04
WGT:  -31.500   10.500 2736257111.965   0.04
WGT:  -31.500   11.000 8652804737.644   0.04
WGT:  -31.500   11.500 27362571119.650   0.04
WGT:  -31.500   12.000 86528047376.438   0.04
WGT:  -31.500   12.500 273625711196.502   0.04
WGT:  -31.500   13.000 865280473764.382   0.04
WGT:  -31.000    3.000   86.528   0.00
WGT:  -31.000    3.500  273.626   0.00
WGT:  -31.000    4.000  865.280   0.00
WGT:  -31.000    4.500 2736.257   0.00
WGT:  -31.000    5.000 8652.805   0.00
WGT:  -31.000    5.500 27362.571   0.00
WGT:  -31.000    6.000 86528.047   0.00
WGT:  -31.000    6.500 273625.711   0.00
WGT:  -31.000    7.000 865280.474   0.00
WGT:  -31.000    7.500 2736257.112   0.00
WGT:  -31.000    8.000 8652804.738   0.00
WGT:  -31.000    8.500 27362571.120   0.00
WGT:  -31.000    9.000 86528047.376   0.00
WGT:  -31.000    9.500 273625711.197   0.00
WGT:  -31.000   10.000 865280473.764   0.04
WGT:  -31.000   10.500 2736257111.965   0.04
WGT:  -31.000   11.000 8652804737.644   0.04
WGT:  -31.000   11.500 27362571119.650   0.04
WGT:  -31.000   12.000 86528047376.438   0.04
WGT:  -31.000   12.500 273625711196.502   0.04
WGT:  -31.000   13.000 865280473764.382   0.04
WGT:  -30.500    3.000   86.528   0.00
WGT:  -30.500    3.500  273.626   0.00
WGT:  -30.500    4.000  865.280   0.00
WGT:  -30.500    4.500 2736.257   0.00
WGT:  -30.500    5.000 8652.805   0.00
WGT:  -30.500    5.500 27362.571   0.00
WGT:  -30.500    6.000 86528.047   0.00
WGT:  -30.500    6.500 273625.711   0.00
WGT:  -30.500    7.000 865280.474   0.00
WGT:  -30.500    7.500 2736257.112   0.00
WGT:  -30.500    8.000 8652804.738   0.00
WGT:  -30.500    8.500 27362571.120   0.00
WGT:  -30.500    9.000 86528047.376   0.00
WGT:  -30.500    9.500 273625711.197   0.00
WGT:  -30.500   10.000 865280473.764   0.04
WGT:  -30.500   10.500 2736257111.965   0.04
WGT:  -30.500   11.000 8652804737.644   0.04
WGT:  -30.500   11.500 27362571119.650   0.04
WGT:  -30.500   12.000 86528047376.438   0.04
WGT:  -30.500   12.500 273625711196.502   0.04
WGT:  -30.500   13.000 865280473764.382   0.04
WGT:  -30.000    3.000   86.528   0.00
WGT:  -30.000    3.500  273.626   0.00
WGT:  -30.000    4.000  865.280   0.00
WGT:  -30.000    4.500 2736.257   0.00
WGT:  -30.000    5.000 8652.805   0.00
WGT:  -30.000    5.500 27362.571   0.00
WGT:  -30.000    6.000 86528.047   0.00
WGT:  -30.000    6.500 273625.711   0.00
WGT:  -30.000    7.000 865280.474   0.00
WGT:  -30.000    7.500 2736257.112   0.00
WGT:  -30.000    8.000 8652804.738   0.00
WGT:  -30.000    8.500 27362571.120   0.00
WGT:  -30.000    9.000 86528047.376   0.00
WGT:  -30.000    9.500 273625711.197   0.00
WGT:  -30.000   10.000 865280473.764   0.04
WGT:  -30.000   10.500 2736257111.965   0.04
WGT:  -30.000   11.000 8652804737.644   0.04
WGT:  -30.000   11.500 27362571119.650   0.04
WGT:  -30.000   12.000 86528047376.438   0.04
WGT:  -30.000   12.500 273625711196.502   0.04
WGT:  -30.000   13.000 865280473764.382   0.04
WGT:  -29.500    3.000   86.528   0.00
WGT:  -29.500    3.500  273.626   0.00
WGT:  -29.500    4.000  865.280   0.00
WGT:  -29.500    4.500 2736.257   0.00
WGT:  -29.500    5.000 8652.805   0.00
WGT:  -29.500    5.500 27362.571   0.00
WGT:  -29.500    6.000 86528.047   0.00
WGT:  -29.500    6.500 273625.711   0.00
WGT:  -29.500    7.000 865280.474   0.00
WGT:  -29.500    7.500 2736257.112   0.00
WGT:  -29.500    8.000 8652804.738   0.00
WGT:  -29.500    8.500 27362571.120   0.00
WGT:  -29.500    9.000 86528047.376   0.00
WGT:  -29.500    9.500 273625711.197   0.00
WGT:  -29.500   10.000 865280473.764   0.04
WGT:  -29.500   10.500 2736257111.965   0.04
WGT:  -29.500   11.000 8652804737.644   0.04
WGT:  -29.500   11.500 27362571119.650   0.04
WGT:  -29.500   12.000 86528047376.438   0.04
WGT:  -29.500   12.500 273625711196.502   0.04
WGT:  -29.500   13.000 865280473764.382   0.04
WGT:  -29.000    3.000   86.528   0.00
WGT:  -29.000    3.500  273.626   0.00
WGT:  -29.000    4.000  865.280   0.00
WGT:  -29.000    4.500 2736.257   0.00
WGT:  -29.000    5.000 8652.805   0.00
WGT:  -29.000    5.500 27362.571   0.00
WGT:  -29.000    6.000 86528.047   0.00
WGT:  -29.000    6.500 273625.711   0.00
WGT:  -29.000    7.000 865280.474   0.00
WGT:  -29.000    7.500 2736257.112   0.00
WGT:  -29.000    8.000 8652804.738   0.00
WGT:  -29.000    8.500 27362571.120   0.00
WGT:  -29.000    9.000 86528047.376   0.00
WGT:  -29.000    9.500 273625711.197   0.00
WGT:  -29.000   10.000 865280473.764   0.04
WGT:  -29.000   10.500 2736257111.965   0.04
WGT:  -29.000   11.000 8652804737.644   0.04
WGT:  -29.000   11.500 27362571119.650   0.04
WGT:  -29.000   12.000 86528047376.438   0.04
WGT:  -29.000   12.500 273625711196.502   0.04
WGT:  -29.000   13.000 865280473764.382   0.04
WGT:  -28.500    3.000   86.528   0.00
WGT:  -28.500    3.500  273.626   0.00
WGT:  -28.500    4.000  865.280   0.00
WGT:  -28.500    4.500 2736.257   0.00
WGT:  -28.500    5.000 8652.805   0.00
WGT:  -28.500    5.500 27362.571   0.00
WGT:  -28.500    6.000 86528.047   0.00
WGT:  -28.500    6.500 273625.711   0.00
WGT:  -28.500    7.000 865280.474   0.00
WGT:  -28.500    7.500 2736257.112   0.00
WGT:  -28.500    8.000 8652804.738   0.00
WGT:  -28.500    8.500 27362571.120   0.00
WGT:  -28.500    9.000 86528047.376   0.00
WGT:  -28.500    9.500 273625711.197   0.00
WGT:  -28.500   10.000 865280473.764   0.04
WGT:  -28.500   10.500 2736257111.965   0.04
WGT:  -28.500   11.000 8652804737.644   0.04
WGT:  -28.500   11.500 27362571119.650   0.04
WGT:  -28.500   12.000 86528047376.438   0.04
WGT:  -28.500   12.500 273625711196.502   0.04
WGT:  -28.500   13.000 865280473764.382   0.04
WGT:  -28.000    3.000   86.528   0.00
WGT:  -28.000    3.500  273.626   0.00
WGT:  -28.000    4.000  865.280   0.00
WGT:  -28.000    4.500 2736.257   0.00
WGT:  -28.000    5.000 8652.805   0.00
WGT:  -28.000    5.500 27362.571   0.00
WGT:  -28.000    6.000 86528.047   0.00
WGT:  -28.000    6.500 273625.711   0.00
WGT:  -28.000    7.000 865280.474   0.00
WGT:  -28.000    7.500 2736257.112   0.00
WGT:  -28.000    8.000 8652804.738   0.00
WGT:  -28.000    8.500 27362571.120   0.00
WGT:  -28.000    9.000 86528047.376   0.00
WGT:  -28.000    9.500 273625711.197   0.00
WGT:  -28.000   10.000 865280473.764   0.04
WGT:  -28.000   10.500 2736257111.965   0.04
WGT:  -28.000   11.000 8652804737.644   0.04
WGT:  -28.000   11.500 27362571119.650   0.04
WGT:  -28.000   12.000 86528047376.438   0.04
WGT:  -28.000   12.500 273625711196.502   0.04
WGT:  -28.000   13.000 865280473764.382   0.04
WGT:  -27.500    3.000   86.528   0.00
WGT:  -27.500    3.500  273.626   0.00
WGT:  -27.500    4.000  865.280   0.00
WGT:  -27.500    4.500 2736.257   0.00
WGT:  -27.500    5.000 8652.805   0.00
WGT:  -27.500    5.500 27362.571   0.00
WGT:  -27.500    6.000 86528.047   0.00
WGT:  -27.500    6.500 273625.711   0.00
WGT:  -27.500    7.000 865280.474   0.00
WGT:  -27.500    7.500 2736257.112   0.00
WGT:  -27.500    8.000 8652804.738   0.00
WGT:  -27.500    8.500 27362571.120   0.00
WGT:  -27.500    9.000 86528047.376   0.00
WGT:  -27.500    9.500 273625711.197   0.00
WGT:  -27.500   10.000 865280473.764   0.04
WGT:  -27.500   10.500 2736257111.965   0.04
WGT:  -27.500   11.000 8652804737.644   0.04
WGT:  -27.500   11.500 27362571119.650   0.04
WGT:  -27.500   12.000 86528047376.438   0.04
WGT:  -27.500   12.500 273625711196.502   0.04
WGT:  -27.500   13.000 865280473764.382   0.04
WGT:  -27.000    3.000   86.528   0.00
WGT:  -27.000    3.500  273.626   0.00
WGT:  -27.000    4.000  865.280   0.00
WGT:  -27.000    4.500 2736.257   0.00
WGT:  -27.000    5.000 8652.805   0.00
WGT:  -27.000    5.500 27362.571   0.00
WGT:  -27.000    6.000 86528.047   0.00
WGT:  -27.000    6.500 273625.711   0.00
WGT:  -27.000    7.000 865280.474   0.00
WGT:  -27.000    7.500 2736257.112   0.00
WGT:  -27.000    8.000 8652804.738   0.00
WGT:  -27.000    8.500 27362571.120   0.00
WGT:  -27.000    9.000 86528047.376   0.00
WGT:  -27.000    9.500 273625711.197   0.00
WGT:  -27.000   10.000 865280473.764   0.04
WGT:  -27.000   10.500 2736257111.965   0.04
WGT:  -27.000   11.000 8652804737.644   0.04
WGT:  -27.000   11.500 27362571119.650   0.04
WGT:  -27.000   12.000 86528047376.438   0.04
WGT:  -27.000   12.500 273625711196.502   0.04
WGT:  -27.000   13.000 865280473764.382   0.04
WGT:  -26.500    3.000   86.528   0.00
WGT:  -26.500    3.500  273.626   0.00
WGT:  -26.500    4.000  865.280   0.00
WGT:  -26.500    4.500 2736.257   0.00
WGT:  -26.500    5.000 8652.805   0.00
WGT:  -26.500    5.500 27362.571   0.00
WGT:  -26.500    6.000 86528.047   0.00
WGT:  -26.500    6.500 273625.711   0.00
WGT:  -26.500    7.000 865280.474   0.00
WGT:  -26.500    7.500 2736257.112   0.00
WGT:  -26.500    8.000 8652804.738   0.00
WGT:  -26.500    8.500 27362571.120   0.00
WGT:  -26.500    9.000 86528047.376   0.00
WGT:  -26.500    9.500 273625711.197   0.00
WGT:  -26.500   10.000 865280473.764   0.04
WGT:  -26.500   10.500 2736257111.965   0.04
WGT:  -26.500   11.000 8652804737.644   0.04
WGT:  -26.500   11.500 27362571119.650   0.04
WGT:  -26.500   12.000 86528047376.438   0.04
WGT:  -26.500   12.500 273625711196.502   0.04
WGT:  -26.500   13.000 865280473764.382   0.04
WGT:  -26.000    3.000   86.528   0.00
WGT:  -26.000    3.500  273.626   0.00
WGT:  -26.000    4.000  865.280   0.00
WGT:  -26.000    4.500 2736.257   0.00
WGT:  -26.000    5.000 8652.805   0.00
WGT:  -26.000    5.500 27362.571   0.00
WGT:  -26.000    6.000 86528.047   0.00
WGT:  -26.000    6.500 273625.711   0.00
WGT:  -26.000    7.000 865280.474   0.00
WGT:  -26.000    7.500 2736257.112   0.00
WGT:  -26.000    8.000 8652804.738   0.00
WGT:  -26.000    8.500 27362571.120   0.00
WGT:  -26.000    9.000 86528047.376   0.00
WGT:  -26.000    9.500 273625711.197   0.00
WGT:  -26.000   10.000 865280473.764   0.04
WGT:  -26.000   10.500 2736257111.965   0.04
WGT:  -26.000   11.000 8652804737.644   0.04
WGT:  -26.000   11.500 27362571119.650   0.04
WGT:  -26.000   12.000 86528047376.438   0.04
WGT:  -26.000   12.500 273625711196.502   0.04
WGT:  -26.000   13.000 865280473764.382   0.04
WGT:  -25.500    3.000   86.528   0.00
WGT:  -25.500    3.500  273.626   0.00
WGT:  -25.500    4.000  865.280   0.00
WGT:  -25.500    4.500 2736.257   0.00
WGT:  -25.500    5.000 8652.805   0.00
WGT:  -25.500    5.500 27362.571   0.00
WGT:  -25.500    6.000 86528.047   0.00
WGT:  -25.500    6.500 273625.711   0.00
WGT:  -25.500    7.000 865280.474   0.00
WGT:  -25.500    7.500 2736257.112   0.00
WGT:  -25.500    8.000 8652804.738   0.00
WGT:  -25.500    8.500 27362571.120   0.00
WGT:  -25.500    9.000 86528047.376   0.00
WGT:  -25.500    9.500 273625711.197   0.00
WGT:  -25.500   10.000 865280473.764   0.04
WGT:  -25.500   10.500 2736257111.965   0.04
WGT:  -25.500   11.000 8652804737.644   0.04
WGT:  -25.500   11.500 27362571119.650   0.04
WGT:  -25.500   12.000 86528047376.438   0.04
WGT:  -25.500   12.500 273625711196.502   0.04
WGT:  -25.500   13.000 865280473764.382   0.04
WGT:  -25.000    3.000   86.528   0.00
WGT:  -25.000    3.500  273.626   0.00
WGT:  -25.000    4.000  865.280   0.00
WGT:  -25.000    4.500 2736.257   0.00
WGT:  -25.000    5.000 8652.805   0.00
WGT:  -25.000    5.500 27362.571   0.00
WGT:  -25.000    6.000 86528.047   0.00
WGT:  -25.000    6.500 273625.711   0.00
WGT:  -25.000    7.000 865280.474   0.00
WGT:  -25.000    7.500 2736257.112   0.00
WGT:  -25.000    8.000 8652804.738   0.00
WGT:  -25.000    8.500 27362571.120   0.00
WGT:  -25.000    9.000 86528047.376   0.00
WGT:  -25.000    9.500 273625711.197   0.00
WGT:  -25.000   10.000 865280473.764   0.04
WGT:  -25.000   10.500 2736257111.965   0.04
WGT:  -25.000   11.000 8652804737.644   0.04
WGT:  -25.000   11.500 27362571119.650   0.04
WGT:  -25.000   12.000 86528047376.438   0.04
WGT:  -25.000   12.500 273625711196.502   0.04
WGT:  -25.000   13.000 865280473764.383   0.04
WGT:  -24.500    3.000   86.528   0.00
WGT:  -24.500    3.500  273.626   0.00
WGT:  -24.500    4.000  865.280   0.00
WGT:  -24.500    4.500 2736.257   0.00
WGT:  -24.500    5.000 8652.805   0.00
WGT:  -24.500    5.500 27362.571   0.00
WGT:  -24.500    6.000 86528.047   0.00
WGT:  -24.500    6.500 273625.711   0.00
WGT:  -24.500    7.000 865280.474   0.00
WGT:  -24.500    7.500 2736257.112   0.00
WGT:  -24.500    8.000 8652804.738   0.00
WGT:  -24.500    8.500 27362571.120   0.00
WGT:  -24.500    9.000 86528047.376   0.00
WGT:  -24.500    9.500 273625711.197   0.00
WGT:  -24.500   10.000 865280473.764   0.04
WGT:  -24.500   10.500 2736257111.965   0.04
WGT:  -24.500   11.000 8652804737.644   0.04
WGT:  -24.500   11.500 27362571119.650   0.04
WGT:  -24.500   12.000 86528047376.438   0.04
WGT:  -24.500   12.500 273625711196.502   0.04
WGT:  -24.500   13.000 865280473764.385   0.04
WGT:  -24.000    3.000   86.528   0.00
WGT:  -24.000    3.500  273.626   0.00
WGT:  -24.000    4.000  865.280   0.00
WGT:  -24.000    4.500 2736.257   0.00
WGT:  -24.000    5.000 8652.805   0.00
WGT:  -24.000    5.500 27362.571   0.00
WGT:  -24.000    6.000 86528.047   0.00
WGT:  -24.000    6.500 273625.711   0.00
WGT:  -24.000    7.000 865280.474   0.00
WGT:  -24.000    7.500 2736257.112   0.00
WGT:  -24.000    8.000 8652804.738   0.00
WGT:  -24.000    8.500 27362571.120   0.00
WGT:  -24.000    9.000 86528047.376   0.00
WGT:  -24.000    9.500 273625711.197   0.00
WGT:  -24.000   10.000 865280473.764   0.04
WGT:  -24.000   10.500 2736257111.965   0.04
WGT:  -24.000   11.000 8652804737.644   0.04
WGT:  -24.000   11.500 27362571119.650   0.04
WGT:  -24.000   12.000 86528047376.439   0.04
WGT:  -24.000   12.500 273625711196.504   0.04
WGT:  -24.000   13.000 865280473764.390   0.04
WGT:  -23.500    3.000   86.528   0.00
WGT:  -23.500    3.500  273.626   0.00
WGT:  -23.500    4.000  865.280   0.00
WGT:  -23.500    4.500 2736.257   0.00
WGT:  -23.500    5.000 8652.805   0.00
WGT:  -23.500    5.500 27362.571   0.00
WGT:  -23.500    6.000 86528.047   0.00
WGT:  -23.500    6.500 273625.711   0.00
WGT:  -23.500    7.000 865280.474   0.00
WGT:  -23.500    7.500 2736257.112   0.00
WGT:  -23.500    8.000 8652804.738   0.00
WGT:  -23.500    8.500 27362571.120   0.00
WGT:  -23.500    9.000 86528047.376   0.00
WGT:  -23.500    9.500 273625711.197   0.00
WGT:  -23.500   10.000 865280473.764   0.04
WGT:  -23.500   10.500 2736257111.965   0.04
WGT:  -23.500   11.000 8652804737.644   0.04
WGT:  -23.500   11.500 27362571119.651   0.04
WGT:  -23.500   12.000 86528047376.441   0.04
WGT:  -23.500   12.500 273625711196.510   0.04
WGT:  -23.500   13.000 865280473764.409   0.04
WGT:  -23.000    3.000   86.528   0.00
WGT:  -23.000    3.500  273.626   0.00
WGT:  -23.000    4.000  865.280   0.00
WGT:  -23.000    4.500 2736.257   0.00
WGT:  -23.000    5.000 8652.805   0.00
WGT:  -23.000    5.500 27362.571   0.00
WGT:  -23.000    6.000 86528.047   0.00
WGT:  -23.000    6.500 273625.711   0.00
WGT:  -23.000    7.000 865280.474   0.00
WGT:  -23.000    7.500 2736257.112   0.00
WGT:  -23.000    8.000 8652804.738   0.00
WGT:  -23.000    8.500 27362571.120   0.00
WGT:  -23.000    9.000 86528047.376   0.00
WGT:  -23.000    9.500 273625711.197   0.00
WGT:  -23.000   10.000 865280473.764   0.04
WGT:  -23.000   10.500 2736257111.965   0.04
WGT:  -23.000   11.000 8652804737.645   0.04
WGT:  -23.000   11.500 27362571119.653   0.04
WGT:  -23.000   12.000 86528047376.447   0.04
WGT:  -23.000   12.500 273625711196.529   0.04
WGT:  -23.000   13.000 865280473764.469   0.04
WGT:  -22.500    3.000   86.528   0.00
WGT:  -22.500    3.500  273.626   0.00
WGT:  -22.500    4.000  865.280   0.00
WGT:  -22.500    4.500 2736.257   0.00
WGT:  -22.500    5.000 8652.805   0.00
WGT:  -22.500    5.500 27362.571   0.00
WGT:  -22.500    6.000 86528.047   0.00
WGT:  -22.500    6.500 273625.711   0.00
WGT:  -22.500    7.000 865280.474   0.00
WGT:  -22.500    7.500 2736257.112   0.00
WGT:  -22.500    8.000 8652804.738   0.00
WGT:  -22.500    8.500 27362571.120   0.00
WGT:  -22.500    9.000 86528047.376   0.00
WGT:  -22.500    9.500 273625711.197   0.00
WGT:  -22.500   10.000 865280473.765   0.04
WGT:  -22.500   10.500 2736257111.966   0.04
WGT:  -22.500   11.000 8652804737.647   0.04
WGT:  -22.500   11.500 27362571119.659   0.04
WGT:  -22.500   12.000 86528047376.466   0.04
WGT:  -22.500   12.500 273625711196.589   0.04
