
VARNAMES_WGTMAP: logssfr logmass  WGT SNMAG_SHIFT
WGT:   -8.500   12.500 1382340340560.966   0.04
WGT:   -8.500   13.000 4371343977705.491   0.04
WGT:   -8.000    3.000  556.857   0.00
WGT:   -8.000    3.500 1760.936   0.00
WGT:   -8.000    4.000 5568.570   0.00
WGT:   -8.000    4.500 17609.363   0.00
WGT:   -8.000    5.000 55685.696   0.00
WGT:   -8.000    5.500 176093.631   0.00
WGT:   -8.000    6.000 556856.957   0.00
WGT:   -8.000    6.500 1760936.314   0.00
WGT:   -8.000    7.000 5568569.565   0.00
WGT:   -8.000    7.500 17609363.135   0.00
WGT:   -8.000    8.000 55685695.652   0.00
WGT:   -8.000    8.500 176093631.352   0.00
WGT:   -8.000    9.000 556856956.522   0.00
WGT:   -8.000    9.500 1760936313.518   0.00
WGT:   -8.000   10.000 5568569565.218   0.04
WGT:   -8.000   10.500 17609363135.181   0.04
WGT:   -8.000   11.000 55685695652.177   0.04
WGT:   -8.000   11.500 176093631351.815   0.04
WGT:   -8.000   12.000 556856956521.769   0.04
WGT:   -8.000   12.500 1760936313518.146   0.04
WGT:   -8.000   13.000 5568569565217.692   0.04
WGT:   -7.500    3.000  678.429   0.00
WGT:   -7.500    3.500 2145.381   0.00
WGT:   -7.500    4.000 6784.290   0.00
WGT:   -7.500    4.500 21453.809   0.00
WGT:   -7.500    5.000 67842.902   0.00
WGT:   -7.500    5.500 214538.092   0.00
WGT:   -7.500    6.000 678429.015   0.00
WGT:   -7.500    6.500 2145380.919   0.00
WGT:   -7.500    7.000 6784290.153   0.00
WGT:   -7.500    7.500 21453809.191   0.00
WGT:   -7.500    8.000 67842901.530   0.00
WGT:   -7.500    8.500 214538091.911   0.00
WGT:   -7.500    9.000 678429015.304   0.00
WGT:   -7.500    9.500 2145380919.106   0.00
WGT:   -7.500   10.000 6784290153.039   0.04
WGT:   -7.500   10.500 21453809191.055   0.04
WGT:   -7.500   11.000 67842901530.390   0.04
WGT:   -7.500   11.500 214538091910.554   0.04
WGT:   -7.500   12.000 678429015303.895   0.04
WGT:   -7.500   12.500 2145380919105.539   0.04
WGT:   -7.500   13.000 6784290153038.951   0.04
WGT:   -7.000    3.000  800.599   0.00
WGT:   -7.000    3.500 2531.717   0.00
WGT:   -7.000    4.000 8005.992   0.00
WGT:   -7.000    4.500 25317.169   0.00
WGT:   -7.000    5.000 80059.918   0.00
WGT:   -7.000    5.500 253171.689   0.00
WGT:   -7.000    6.000 800599.177   0.00
WGT:   -7.000    6.500 2531716.891   0.00
WGT:   -7.000    7.000 8005991.767   0.00
WGT:   -7.000    7.500 25317168.912   0.00
WGT:   -7.000    8.000 80059917.670   0.00
WGT:   -7.000    8.500 253171689.122   0.00
WGT:   -7.000    9.000 800599176.698   0.00
WGT:   -7.000    9.500 2531716891.221   0.00
WGT:   -7.000   10.000 8005991766.979   0.04
WGT:   -7.000   10.500 25317168912.209   0.04
WGT:   -7.000   11.000 80059917669.789   0.04
WGT:   -7.000   11.500 253171689122.093   0.04
WGT:   -7.000   12.000 800599176697.889   0.04
WGT:   -7.000   12.500 2531716891220.932   0.04
WGT:   -7.000   13.000 8005991766978.893   0.04
WGT:   -6.500    3.000  922.960   0.00
WGT:   -6.500    3.500 2918.655   0.00
WGT:   -6.500    4.000 9229.598   0.00
WGT:   -6.500    4.500 29186.553   0.00
WGT:   -6.500    5.000 92295.983   0.00
WGT:   -6.500    5.500 291865.526   0.00
WGT:   -6.500    6.000 922959.834   0.00
WGT:   -6.500    6.500 2918655.264   0.00
WGT:   -6.500    7.000 9229598.339   0.00
WGT:   -6.500    7.500 29186552.640   0.00
WGT:   -6.500    8.000 92295983.390   0.00
WGT:   -6.500    8.500 291865526.398   0.00
WGT:   -6.500    9.000 922959833.901   0.00
WGT:   -6.500    9.500 2918655263.978   0.00
WGT:   -6.500   10.000 9229598339.010   0.04
WGT:   -6.500   10.500 29186552639.778   0.04
WGT:   -6.500   11.000 92295983390.098   0.04
WGT:   -6.500   11.500 291865526397.779   0.04
WGT:   -6.500   12.000 922959833900.981   0.04
WGT:   -6.500   12.500 2918655263977.791   0.04
WGT:   -6.500   13.000 9229598339009.811   0.04
WGT:   -6.000    3.000 1045.381   0.00
WGT:   -6.000    3.500 3305.785   0.00
WGT:   -6.000    4.000 10453.809   0.00
WGT:   -6.000    4.500 33057.846   0.00
WGT:   -6.000    5.000 104538.087   0.00
WGT:   -6.000    5.500 330578.457   0.00
WGT:   -6.000    6.000 1045380.868   0.00
WGT:   -6.000    6.500 3305784.566   0.00
WGT:   -6.000    7.000 10453808.682   0.00
WGT:   -6.000    7.500 33057845.660   0.00
WGT:   -6.000    8.000 104538086.823   0.00
WGT:   -6.000    8.500 330578456.597   0.00
WGT:   -6.000    9.000 1045380868.230   0.00
WGT:   -6.000    9.500 3305784565.971   0.00
WGT:   -6.000   10.000 10453808682.301   0.04
WGT:   -6.000   10.500 33057845659.714   0.04
WGT:   -6.000   11.000 104538086823.007   0.04
WGT:   -6.000   11.500 330578456597.136   0.04
WGT:   -6.000   12.000 1045380868230.065   0.04
WGT:   -6.000   12.500 3305784565971.360   0.04
WGT:   -6.000   13.000 10453808682300.654   0.04
WGT:   -5.500    3.000 1167.821   0.00
WGT:   -5.500    3.500 3692.974   0.00
WGT:   -5.500    4.000 11678.210   0.00
WGT:   -5.500    4.500 36929.743   0.00
WGT:   -5.500    5.000 116782.101   0.00
WGT:   -5.500    5.500 369297.429   0.00
WGT:   -5.500    6.000 1167821.009   0.00
WGT:   -5.500    6.500 3692974.289   0.00
WGT:   -5.500    7.000 11678210.092   0.00
WGT:   -5.500    7.500 36929742.885   0.00
WGT:   -5.500    8.000 116782100.923   0.00
WGT:   -5.500    8.500 369297428.855   0.00
WGT:   -5.500    9.000 1167821009.226   0.00
WGT:   -5.500    9.500 3692974288.549   0.00
WGT:   -5.500   10.000 11678210092.256   0.04
WGT:   -5.500   10.500 36929742885.494   0.04
WGT:   -5.500   11.000 116782100922.559   0.04
WGT:   -5.500   11.500 369297428854.936   0.04
WGT:   -5.500   12.000 1167821009225.586   0.04
WGT:   -5.500   12.500 3692974288549.362   0.04
WGT:   -5.500   13.000 11678210092255.861   0.04
WGT:   -5.000    3.000 1290.267   0.00
WGT:   -5.000    3.500 4080.183   0.00
WGT:   -5.000    4.000 12902.672   0.00
WGT:   -5.000    4.500 40801.831   0.00
WGT:   -5.000    5.000 129026.719   0.00
WGT:   -5.000    5.500 408018.312   0.00
WGT:   -5.000    6.000 1290267.194   0.00
WGT:   -5.000    6.500 4080183.122   0.00
WGT:   -5.000    7.000 12902671.937   0.00
WGT:   -5.000    7.500 40801831.221   0.00
WGT:   -5.000    8.000 129026719.365   0.00
WGT:   -5.000    8.500 408018312.214   0.00
WGT:   -5.000    9.000 1290267193.655   0.00
WGT:   -5.000    9.500 4080183122.143   0.00
WGT:   -5.000   10.000 12902671936.550   0.04
WGT:   -5.000   10.500 40801831221.433   0.04
WGT:   -5.000   11.000 129026719365.499   0.04
WGT:   -5.000   11.500 408018312214.331   0.04
WGT:   -5.000   12.000 1290267193654.987   0.04
WGT:   -5.000   12.500 4080183122143.312   0.04
WGT:   -5.000   13.000 12902671936549.865   0.04


